record_id,Marital Status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,first_sem_approval_rate,first_sem_evaluation_intensity,first_sem_no_evaluation_rate,first_sem_progress_index,academic_preparation_gap,first_sem_no_enrollment_flag,first_choice_flag,financial_risk_flag,nontraditional_age_flag
829,1,1,4,9500,1,1,148.0,1,19,19,4,5,137.0,1,0,0,1,0,0,18,0,0,8,8,8,14.25,0,0,8,8,8,14.25,0,9.4,-0.8,-3.12,Graduate,1.0,1.0,0.0,0.7125,-11.0,0,0,0,0
830,1,43,1,9670,1,1,139.0,1,3,19,3,5,120.8,0,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,0.0,0.0,0.0,0.0,-18.200000000000003,0,0,0,0
831,1,17,1,9254,1,1,136.0,1,39,3,3,3,128.7,1,0,0,1,0,0,20,0,0,6,8,6,11.66666667,0,0,6,10,6,11.0,0,13.9,-0.3,0.79,Dropout,1.0,1.3333333333333333,0.0,0.5833333334999999,-7.300000000000011,0,0,0,0
832,1,39,1,9238,1,9,133.1,1,34,34,0,0,118.0,0,0,0,1,0,0,47,0,0,6,12,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,Dropout,0.0,2.0,0.0,0.0,-15.099999999999994,0,0,0,1
833,1,43,1,9130,1,1,120.0,6,1,3,9,2,120.0,0,0,1,1,0,0,21,1,2,5,9,5,13.2,2,0,5,7,2,12.5,2,10.8,1.4,1.74,Enrolled,1.0,1.8,0.4,0.6599999999999999,0.0,0,0,1,0
834,2,39,1,9130,1,1,130.0,1,37,37,9,6,160.0,0,0,0,1,1,0,31,0,1,6,11,2,12.0,1,1,6,12,1,10.0,1,16.2,0.3,-0.92,Dropout,0.3333333333333333,1.8333333333333333,0.16666666666666666,0.19999999999999998,30.0,0,0,0,1
835,2,39,1,9119,1,1,110.0,1,37,37,90,5,150.0,1,0,0,1,1,0,46,0,0,5,6,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,0.0,1.2,0.0,0.0,40.0,0,0,0,1
836,1,1,3,9119,1,1,133.0,1,3,1,3,4,121.8,1,0,0,1,1,0,18,0,0,5,9,4,12.0,0,0,5,10,2,11.0,0,8.9,1.4,3.51,Enrolled,0.8,1.8,0.0,0.48,-11.200000000000003,0,0,0,0
837,1,17,3,9119,1,1,138.0,1,3,3,3,4,125.4,1,1,0,1,1,0,19,0,0,5,10,3,13.33333333,0,0,5,9,4,10.75,0,8.9,1.4,3.51,Dropout,0.6,2.0,0.0,0.3999999999,-12.599999999999994,0,0,0,0
838,1,51,1,9556,1,1,131.0,1,1,37,152,193,126.6,1,0,0,1,1,0,23,0,0,7,11,5,12.41428571,0,0,7,13,2,13.5,0,8.9,1.4,3.51,Enrolled,0.7142857142857143,1.5714285714285714,0.0,0.44336734678571427,-4.400000000000006,0,0,0,0
839,1,44,1,9130,1,39,150.0,1,3,1,2,8,150.0,0,0,0,0,1,0,22,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,0.0,1.0,0.0,0.0,0.0,0,0,1,0
840,1,1,1,9147,1,1,125.0,1,38,1,3,10,114.5,1,0,0,1,1,0,19,0,0,5,5,5,13.8,0,0,5,7,5,12.4,0,9.4,-0.8,-3.12,Graduate,1.0,1.0,0.0,0.6900000000000001,-10.5,0,0,0,0
841,1,1,1,9147,1,1,108.0,41,3,3,9,9,107.0,0,0,1,0,0,0,19,1,0,5,14,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout,0.0,2.8,0.0,0.0,-1.0,0,0,1,0
842,1,17,1,9147,1,1,116.0,1,3,1,3,4,115.7,0,0,0,0,1,0,22,0,0,5,10,4,11.5,0,0,5,11,4,14.0,0,8.9,1.4,3.51,Enrolled,0.8,2.0,0.0,0.45999999999999996,-0.29999999999999716,0,0,1,0
843,1,39,1,9130,1,1,133.1,1,3,34,3,0,120.0,0,0,1,0,1,0,29,0,0,5,11,0,0.0,4,0,5,6,0,0.0,1,9.4,-0.8,-3.12,Dropout,0.0,2.2,0.8,0.0,-13.099999999999994,0,0,1,1
844,1,1,3,9500,1,1,147.0,1,37,38,9,5,134.8,1,0,0,1,0,0,18,0,0,7,7,6,14.01666667,0,0,7,7,6,14.01666667,0,7.6,2.6,0.32,Graduate,0.8571428571428571,1.0,0.0,0.6007142858571428,-12.199999999999989,0,0,0,0
845,1,1,1,9238,1,1,143.0,1,38,34,9,9,133.6,1,0,0,1,0,0,18,0,0,6,9,5,11.4,0,0,6,8,5,10.8,0,9.4,-0.8,-3.12,Graduate,0.8333333333333334,1.5,0.0,0.4750000000000001,-9.400000000000006,0,0,0,0
846,1,1,1,171,1,1,115.0,1,37,37,9,8,129.0,1,0,1,0,0,1,23,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,0.0,0.0,0.0,0.0,14.0,1,0,1,0
847,2,39,1,9991,0,1,160.0,1,1,1,194,131,128.4,0,0,0,1,0,0,34,0,0,5,12,5,10.4,0,0,5,11,5,12.0,0,12.4,0.5,1.79,Graduate,1.0,2.4,0.0,0.52,-31.599999999999994,0,0,0,1
848,1,17,1,9147,1,1,118.0,1,19,19,9,9,122.2,0,0,0,1,0,0,19,0,0,5,11,3,10.66666667,0,0,5,9,4,10.25,0,11.1,0.6,2.02,Graduate,0.6,2.2,0.0,0.3200000001,4.200000000000003,0,0,0,0
849,1,1,1,9085,1,1,122.0,1,1,1,2,5,113.3,1,0,0,1,0,0,18,0,0,5,9,4,14.25,0,0,5,8,5,12.71428571,0,10.8,1.4,1.74,Enrolled,0.8,1.8,0.0,0.5700000000000001,-8.700000000000003,0,0,0,0
850,1,17,6,9500,1,1,143.0,1,1,19,4,4,129.9,0,0,0,1,0,1,20,0,3,7,7,7,13.91428571,0,5,8,8,8,14.10625,0,11.1,0.6,2.02,Graduate,1.0,1.0,0.0,0.6957142855,-13.099999999999994,0,0,0,0
851,1,1,6,9500,1,1,133.0,1,3,3,1,1,126.2,1,0,0,1,0,0,19,0,0,7,9,7,13.76111111,0,0,8,11,7,12.82375,0,15.5,2.8,-4.06,Graduate,1.0,1.2857142857142858,0.0,0.6880555555,-6.799999999999997,0,0,0,0
852,1,5,2,9853,1,1,122.0,1,19,19,4,5,112.6,1,0,0,1,0,0,22,0,0,6,10,5,12.6,0,0,6,9,4,11.25,0,12.7,3.7,-1.7,Enrolled,0.8333333333333334,1.6666666666666667,0.0,0.525,-9.400000000000006,0,0,0,0
853,1,1,1,9238,1,1,164.0,1,19,19,9,9,149.0,1,0,0,1,0,1,23,0,0,6,7,6,13.85714286,0,0,6,6,6,14.16666667,0,10.8,1.4,1.74,Graduate,1.0,1.1666666666666667,0.0,0.692857143,-15.0,0,0,0,0
854,2,39,1,9500,1,1,133.1,1,1,19,9,9,120.0,0,0,0,1,1,1,34,0,0,8,8,7,13.84285714,0,0,8,8,7,13.84285714,0,12.7,3.7,-1.7,Graduate,0.875,1.0,0.0,0.605624999875,-13.099999999999994,0,0,0,1
855,1,17,4,9119,1,1,127.0,1,19,19,5,5,120.4,1,0,1,0,1,0,18,0,0,5,12,0,0.0,0,0,5,8,0,0.0,0,9.4,-0.8,-3.12,Enrolled,0.0,2.4,0.0,0.0,-6.599999999999994,0,0,1,0
856,1,1,3,9773,1,1,140.0,1,1,39,4,1,128.1,1,1,0,1,1,0,21,0,0,6,6,5,11.8,0,0,6,9,0,0.0,0,16.2,0.3,-0.92,Dropout,0.8333333333333334,1.0,0.0,0.49166666666666675,-11.900000000000006,0,0,0,0
857,1,1,1,9238,1,1,127.0,1,1,19,4,3,141.7,1,0,0,1,1,0,22,0,0,6,6,6,12.66666667,0,0,6,6,6,13.83333333,0,10.8,1.4,1.74,Dropout,1.0,1.0,0.0,0.6333333335,14.699999999999989,0,0,0,0
858,1,39,1,9003,1,12,133.1,1,37,1,9,10,130.0,0,0,0,1,1,0,28,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout,0.0,1.0,0.0,0.0,-3.0999999999999943,0,0,0,1
859,1,5,4,9119,1,1,115.0,1,19,37,4,6,113.3,1,0,0,1,1,0,23,0,0,5,7,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,0.0,1.4,0.0,0.0,-1.7000000000000028,0,0,0,0
860,1,1,1,9773,1,1,108.0,1,34,38,0,3,105.9,0,0,0,1,1,0,20,0,0,6,11,4,10.75,0,0,6,13,2,10.0,0,7.6,2.6,0.32,Dropout,0.6666666666666666,1.8333333333333333,0.0,0.3583333333333333,-2.0999999999999943,0,0,0,0
861,1,18,2,9119,1,1,136.0,1,1,2,5,4,122.7,1,0,0,1,1,0,18,0,0,5,7,5,12.6,0,0,5,9,3,13.25,0,13.9,-0.3,0.79,Dropout,1.0,1.4,0.0,0.63,-13.299999999999997,0,0,0,0
862,1,39,2,9147,1,12,133.1,1,19,38,9,9,120.0,1,0,1,0,1,0,28,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout,0.0,1.0,0.0,0.0,-13.099999999999994,0,0,1,1
863,1,44,1,9070,1,39,120.0,1,1,19,5,8,119.8,0,0,0,1,1,0,21,0,2,7,7,2,12.0,0,5,9,10,7,12.14285714,0,12.4,0.5,1.79,Dropout,0.2857142857142857,1.0,0.0,0.1714285714285714,-0.20000000000000284,0,0,0,0
864,1,39,1,9670,1,1,133.1,1,38,19,9,8,122.9,0,0,1,0,1,0,25,0,0,6,7,3,14.0,0,0,6,9,2,14.5,0,13.9,-0.3,0.79,Dropout,0.5,1.1666666666666667,0.0,0.35,-10.199999999999989,0,0,1,1
865,1,44,1,9085,1,39,160.0,1,1,1,5,4,160.0,1,1,0,0,1,0,19,0,2,6,6,6,14.0,0,1,6,11,6,13.5,0,12.4,0.5,1.79,Dropout,1.0,1.0,0.0,0.7,0.0,0,0,1,0
866,1,1,4,9500,1,1,128.0,1,1,1,4,10,125.2,1,0,0,1,1,1,18,0,0,7,7,7,14.68285714,0,0,8,9,8,15.05555556,0,12.4,0.5,1.79,Graduate,1.0,1.0,0.0,0.7341428569999999,-2.799999999999997,0,0,0,0
867,1,39,1,9119,1,3,130.0,1,1,38,90,90,143.4,0,0,0,1,1,0,29,0,0,3,3,0,0.0,3,0,5,0,0,0.0,0,10.8,1.4,1.74,Dropout,0.0,1.0,1.0,0.0,13.400000000000006,0,0,0,1
868,1,39,1,9119,1,19,133.1,1,37,38,3,7,96.7,0,0,0,1,1,1,29,0,0,5,6,0,0.0,0,0,5,7,0,0.0,0,12.4,0.5,1.79,Dropout,0.0,1.2,0.0,0.0,-36.39999999999999,0,0,0,1
869,1,18,1,9254,1,1,137.0,1,19,19,4,5,126.9,0,0,0,1,1,0,20,0,0,6,7,6,13.85714286,0,0,6,7,5,12.8,0,16.2,0.3,-0.92,Graduate,1.0,1.1666666666666667,0.0,0.692857143,-10.099999999999994,0,0,0,0
870,1,1,1,171,1,1,163.0,1,19,1,9,7,143.1,0,0,0,1,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate,0.0,0.0,0.0,0.0,-19.900000000000006,1,0,0,0
871,1,1,1,9254,1,1,125.0,1,1,1,191,193,114.5,0,0,0,1,1,0,20,0,0,6,8,6,13.14285714,0,0,6,7,6,12.5,0,8.9,1.4,3.51,Graduate,1.0,1.3333333333333333,0.0,0.657142857,-10.5,0,0,0,0
872,2,39,1,9119,1,1,120.0,1,34,34,0,0,140.0,1,0,0,1,1,0,33,0,0,5,14,1,18.0,0,0,5,9,2,13.0,0,9.4,-0.8,-3.12,Dropout,0.2,2.8,0.0,0.18000000000000002,20.0,0,0,0,1
873,1,42,1,9991,0,1,150.0,1,19,19,5,5,113.7,0,0,0,1,1,0,30,0,11,15,15,13,11.46153846,0,6,11,15,10,11.58333333,1,16.2,0.3,-0.92,Graduate,0.8666666666666667,1.0,0.0,0.49666666660000003,-36.3,0,0,0,1
874,1,1,1,9556,1,1,135.0,1,1,1,1,1,131.5,0,0,0,1,1,1,21,0,0,7,14,5,11.2,0,0,8,11,6,11.58333333,0,16.2,0.3,-0.92,Enrolled,0.7142857142857143,2.0,0.0,0.39999999999999997,-3.5,0,0,0,0
875,1,1,1,9003,1,1,148.0,1,1,19,194,194,143.5,0,0,1,1,1,0,18,0,0,6,6,5,15.0,0,0,6,8,4,14.5,0,8.9,1.4,3.51,Graduate,0.8333333333333334,1.0,0.0,0.625,-4.5,0,0,1,0
876,1,1,1,9500,1,1,138.0,1,38,38,9,9,126.8,0,0,0,1,1,1,19,0,0,7,9,7,14.24444444,0,0,8,12,8,12.23333333,0,15.5,2.8,-4.06,Graduate,1.0,1.2857142857142858,0.0,0.7122222220000001,-11.200000000000003,0,0,0,0
877,1,17,1,9070,1,1,119.0,1,38,19,9,9,115.2,0,0,0,1,1,1,21,0,0,6,8,4,11.5,0,0,6,7,5,11.0,0,15.5,2.8,-4.06,Dropout,0.6666666666666666,1.3333333333333333,0.0,0.3833333333333333,-3.799999999999997,0,0,0,0
878,1,39,2,9556,1,1,130.0,1,19,19,4,5,100.0,0,0,0,1,1,1,25,0,0,7,7,2,10.0,0,0,7,7,0,0.0,0,15.5,2.8,-4.06,Dropout,0.2857142857142857,1.0,0.0,0.14285714285714285,-30.0,0,0,0,1
879,1,1,2,9670,1,1,135.0,1,19,19,7,10,121.4,0,0,0,1,1,0,19,0,0,5,7,3,12.33333333,0,0,5,5,5,11.6,0,9.4,-0.8,-3.12,Graduate,0.6,1.4,0.0,0.3699999999,-13.599999999999994,0,0,0,0
880,1,44,1,9070,1,39,120.0,1,19,1,9,3,120.0,1,0,0,1,1,0,23,0,2,7,8,5,12.2,0,5,9,10,7,12.14285714,1,16.2,0.3,-0.92,Dropout,0.7142857142857143,1.1428571428571428,0.0,0.4357142857142857,0.0,0,0,0,0
881,1,17,2,9070,1,1,126.0,1,38,38,9,8,129.9,1,0,0,1,1,1,19,0,0,6,6,6,13.66666667,0,0,6,7,5,13.2,0,12.4,0.5,1.79,Graduate,1.0,1.0,0.0,0.6833333335,3.9000000000000057,0,0,0,0
882,1,1,1,171,1,1,149.0,1,3,2,2,5,151.1,1,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate,0.0,0.0,0.0,0.0,2.0999999999999943,1,0,0,0
883,1,39,1,9003,1,1,110.0,1,19,37,9,6,120.0,0,0,1,0,1,0,31,0,0,6,15,1,11.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Dropout,0.16666666666666666,2.5,0.0,0.09166666666666667,10.0,0,0,1,1
884,1,39,1,9003,1,1,133.1,1,37,37,4,7,130.0,0,0,1,0,1,0,32,0,0,6,8,3,13.0,0,4,10,14,6,11.42857143,0,16.2,0.3,-0.92,Dropout,0.5,1.3333333333333333,0.0,0.325,-3.0999999999999943,0,0,1,1
885,1,16,2,9500,1,1,127.0,1,2,38,4,9,119.0,1,0,0,1,0,1,19,0,0,8,12,7,12.6,0,0,8,12,7,12.6,0,10.8,1.4,1.74,Graduate,0.875,1.5,0.0,0.55125,-8.0,0,0,0,0
886,1,42,1,9773,1,6,120.0,1,34,34,0,0,122.0,1,0,0,1,0,0,34,0,8,10,11,10,12.2,0,5,10,12,9,12.33333333,0,7.6,2.6,0.32,Graduate,1.0,1.1,0.0,0.61,2.0,0,0,0,1
887,1,16,6,9773,1,1,136.0,1,38,14,0,0,129.7,1,0,0,1,0,0,21,0,0,6,6,6,13.16666667,0,0,6,6,6,13.0,0,7.6,2.6,0.32,Graduate,1.0,1.0,0.0,0.6583333335,-6.300000000000011,0,0,0,0
888,1,43,2,9238,1,1,110.0,1,37,37,9,7,112.5,1,0,0,1,0,1,53,0,4,7,16,6,11.0,0,2,7,9,7,11.0,0,9.4,-0.8,-3.12,Graduate,0.8571428571428571,2.2857142857142856,0.0,0.4714285714285714,2.5,0,0,0,1
889,1,1,1,9500,1,1,136.0,1,19,19,4,7,136.0,0,0,0,1,0,1,19,0,0,7,7,7,14.01428571,0,0,8,8,8,15.35,0,13.9,-0.3,0.79,Graduate,1.0,1.0,0.0,0.7007142854999999,0.0,0,0,0,0
890,1,1,3,9773,1,1,145.0,1,38,38,9,5,133.1,0,0,0,1,0,1,20,0,0,6,9,4,13.0,0,0,6,13,4,11.25,0,10.8,1.4,1.74,Graduate,0.6666666666666666,1.5,0.0,0.43333333333333335,-11.900000000000006,0,0,0,0
891,1,1,2,9773,1,1,159.0,1,1,19,9,9,151.3,1,0,0,1,0,0,18,0,0,6,6,6,14.0,0,0,6,6,6,14.66666667,0,10.8,1.4,1.74,Graduate,1.0,1.0,0.0,0.7,-7.699999999999989,0,0,0,0
892,1,39,1,171,1,1,147.0,1,37,38,175,193,133.3,0,0,0,0,0,0,32,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Dropout,0.0,0.0,0.0,0.0,-13.699999999999989,1,0,1,1
893,1,43,1,9500,1,1,150.0,1,37,37,9,9,130.8,1,0,0,1,0,1,21,0,0,8,8,7,14.42857143,0,0,8,8,7,14.42857143,0,12.7,3.7,-1.7,Graduate,0.875,1.0,0.0,0.6312500000625,-19.19999999999999,0,0,0,0
894,1,7,1,8014,0,3,140.0,1,37,12,9,4,140.0,0,0,0,0,0,0,26,0,0,5,9,0,0.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,Dropout,0.0,1.8,0.0,0.0,0.0,0,0,1,1
895,1,42,1,9085,1,39,150.0,1,1,1,4,7,150.0,1,0,0,1,0,0,26,0,11,18,45,18,11.83333333,10,9,13,27,13,12.46153846,5,15.5,2.8,-4.06,Graduate,1.0,2.5,0.5555555555555556,0.5916666665,0.0,0,0,0,1
896,2,44,1,9991,0,39,130.0,1,1,37,4,9,130.0,0,0,0,0,0,0,21,0,0,5,12,3,11.33333333,0,0,5,10,1,13.0,0,15.5,2.8,-4.06,Dropout,0.6,2.4,0.0,0.33999999989999996,0.0,0,0,1,0
897,1,17,1,9773,1,1,120.0,1,37,37,5,5,125.3,0,0,0,1,0,0,18,0,0,6,9,6,12.5,0,0,6,9,6,13.0,0,7.6,2.6,0.32,Graduate,1.0,1.5,0.0,0.625,5.299999999999997,0,0,0,0
898,1,43,1,9070,1,39,130.0,1,19,37,5,9,124.0,1,0,0,1,0,1,21,0,4,12,12,12,13.33333333,0,5,12,12,11,12.54545455,0,15.5,2.8,-4.06,Graduate,1.0,1.0,0.0,0.6666666665000001,-6.0,0,0,0,0
899,1,1,1,9254,1,1,112.0,1,38,19,9,5,113.8,1,0,0,1,0,0,21,0,0,6,10,6,10.83333333,0,0,6,10,4,11.0,0,7.6,2.6,0.32,Enrolled,1.0,1.6666666666666667,0.0,0.5416666665000001,1.7999999999999972,0,0,0,0
900,1,17,1,9670,1,1,128.0,1,19,19,7,7,124.4,0,0,0,1,0,1,19,0,0,6,6,6,13.0,0,0,6,6,6,14.0,0,13.9,-0.3,0.79,Graduate,1.0,1.0,0.0,0.65,-3.5999999999999943,0,0,0,0
901,1,17,1,9147,1,1,114.0,1,19,19,9,7,107.7,0,0,0,1,0,0,19,0,0,5,7,2,10.0,0,0,5,11,2,14.0,0,10.8,1.4,1.74,Dropout,0.4,1.4,0.0,0.2,-6.299999999999997,0,0,0,0
902,1,43,2,9238,1,1,118.0,1,38,38,5,5,110.0,0,0,0,1,0,1,19,0,0,6,8,6,11.42857143,0,0,6,11,5,11.2,0,10.8,1.4,1.74,Graduate,1.0,1.3333333333333333,0.0,0.5714285715,-8.0,0,0,0,0
903,1,7,1,9500,1,3,130.0,1,37,38,7,7,130.0,1,0,0,1,0,0,27,0,0,8,8,8,12.8875,0,0,8,8,8,12.8875,0,9.4,-0.8,-3.12,Graduate,1.0,1.0,0.0,0.6443749999999999,0.0,0,0,0,1
904,1,1,2,9500,1,1,145.0,1,37,1,9,4,138.8,1,0,0,1,0,1,18,0,0,7,7,6,12.95,0,0,7,7,6,12.95,0,7.6,2.6,0.32,Graduate,0.8571428571428571,1.0,0.0,0.5549999999999999,-6.199999999999989,0,0,0,0
905,1,1,2,9147,1,1,121.0,1,19,19,9,9,126.3,1,0,0,1,0,0,20,0,0,5,12,1,10.0,2,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,0.2,2.4,0.4,0.1,5.299999999999997,0,0,0,0
906,1,1,3,9500,1,1,114.0,1,1,1,5,5,114.5,1,0,0,1,0,1,19,0,0,7,7,7,13.09428571,0,0,8,8,8,12.55,0,12.4,0.5,1.79,Graduate,1.0,1.0,0.0,0.6547142855,0.5,0,0,0,0
907,1,1,4,9670,1,1,127.0,1,1,1,7,7,116.5,1,0,0,1,0,0,20,0,0,6,7,0,0.0,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,Dropout,0.0,1.1666666666666667,0.0,0.0,-10.5,0,0,0,0
908,1,17,2,9238,1,1,145.0,1,19,38,7,6,128.6,1,0,0,1,0,1,19,0,0,6,12,5,11.71428571,0,0,6,11,6,11.0,0,12.7,3.7,-1.7,Graduate,0.8333333333333334,2.0,0.0,0.4880952379166667,-16.400000000000006,0,0,0,0
909,1,17,5,9238,1,1,130.0,1,19,1,5,5,130.0,1,0,0,1,0,0,20,0,0,6,8,4,11.25,0,0,6,15,3,10.0,0,9.4,-0.8,-3.12,Enrolled,0.6666666666666666,1.3333333333333333,0.0,0.375,0.0,0,0,0,0
910,1,1,1,171,1,1,150.0,1,38,19,7,10,134.6,0,0,0,1,0,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout,0.0,0.0,0.0,0.0,-15.400000000000006,1,0,0,0
911,1,1,1,9853,1,1,145.0,1,37,37,9,5,146.8,0,0,0,1,0,0,18,0,0,6,6,6,13.16666667,0,0,6,6,6,13.33333333,0,7.6,2.6,0.32,Graduate,1.0,1.0,0.0,0.6583333335,1.8000000000000114,0,0,0,0
912,1,1,1,9085,1,1,128.0,1,19,1,5,4,135.7,1,0,0,1,0,0,20,0,0,5,7,4,12.75,0,0,5,5,5,13.4,0,10.8,1.4,1.74,Graduate,0.8,1.4,0.0,0.51,7.699999999999989,0,0,0,0
913,2,39,1,9991,0,1,140.0,1,37,37,9,9,120.0,0,0,0,0,0,0,38,0,0,5,6,5,10.6,0,0,5,9,2,11.0,0,12.7,3.7,-1.7,Dropout,1.0,1.2,0.0,0.53,-20.0,0,0,1,1
914,4,39,1,8014,0,1,130.0,1,37,37,9,7,138.0,0,0,0,1,0,0,42,0,0,6,8,5,11.2,0,0,6,6,6,12.0,0,8.9,1.4,3.51,Graduate,0.8333333333333334,1.3333333333333333,0.0,0.4666666666666666,8.0,0,0,0,1
915,1,39,1,9500,1,1,140.0,1,37,37,9,6,135.5,0,0,0,1,0,0,32,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,13.9,-0.3,0.79,Dropout,0.0,0.0,0.0,0.0,-4.5,0,0,0,1
916,1,15,1,9773,1,1,120.0,26,19,19,4,5,120.0,1,0,0,1,0,0,22,1,0,6,6,6,13.0,0,0,6,6,6,13.66666667,0,12.4,0.5,1.79,Graduate,1.0,1.0,0.0,0.65,0.0,0,0,0,0
917,2,39,1,9991,0,1,147.0,1,34,34,90,90,111.7,1,0,0,1,0,0,28,0,0,5,10,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,0.0,2.0,0.0,0.0,-35.3,0,0,0,1
918,2,39,1,8014,0,9,133.1,1,37,37,8,10,100.0,1,0,0,1,0,0,37,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,0.0,0.0,0.0,0.0,-33.099999999999994,0,0,0,1
919,2,44,1,9003,1,39,160.0,1,37,38,9,4,160.0,0,0,0,1,0,0,43,0,0,6,8,6,14.16666667,0,0,6,9,6,15.0,0,15.5,2.8,-4.06,Graduate,1.0,1.3333333333333333,0.0,0.7083333334999999,0.0,0,0,0,1
920,6,39,1,8014,0,1,133.1,1,37,1,9,7,114.8,0,0,0,1,0,1,41,0,0,6,10,5,12.83333333,0,0,6,6,6,12.33333333,0,13.9,-0.3,0.79,Graduate,0.8333333333333334,1.6666666666666667,0.0,0.5347222220833334,-18.299999999999997,0,0,0,1
921,4,39,1,8014,0,19,140.0,1,37,37,9,3,131.0,0,0,0,1,0,1,29,0,0,6,11,4,11.75,0,0,6,9,5,10.4,0,10.8,1.4,1.74,Graduate,0.6666666666666666,1.8333333333333333,0.0,0.39166666666666666,-9.0,0,0,0,1
922,1,39,1,8014,0,1,133.1,1,37,37,9,9,97.0,0,0,0,1,0,1,35,0,0,6,8,6,10.83333333,0,0,6,7,6,11.5,0,10.8,1.4,1.74,Graduate,1.0,1.3333333333333333,0.0,0.5416666665000001,-36.099999999999994,0,0,0,1
923,1,17,6,9238,1,1,131.0,1,1,3,4,2,131.7,1,0,0,1,0,0,18,0,0,6,8,4,11.75,0,0,6,8,4,12.25,0,9.4,-0.8,-3.12,Dropout,0.6666666666666666,1.3333333333333333,0.0,0.39166666666666666,0.6999999999999886,0,0,0,0
924,1,39,1,9500,1,19,133.1,1,37,37,9,6,120.0,0,0,0,0,0,1,39,0,0,7,14,3,11.5,0,0,7,9,2,10.5,0,16.2,0.3,-0.92,Dropout,0.42857142857142855,2.0,0.0,0.24642857142857139,-13.099999999999994,0,0,1,1
925,4,39,1,9991,0,1,120.0,1,37,37,9,9,110.0,0,0,0,1,0,0,37,0,0,5,14,2,10.0,0,0,5,7,3,11.33333333,0,12.7,3.7,-1.7,Enrolled,0.4,2.8,0.0,0.2,-10.0,0,0,0,1
926,1,39,1,9500,1,1,130.0,1,37,37,9,7,133.0,1,0,0,1,0,1,26,0,0,7,7,6,13.7,0,0,7,7,6,13.7,0,7.6,2.6,0.32,Graduate,0.8571428571428571,1.0,0.0,0.5871428571428571,3.0,0,0,0,1
927,1,7,1,9085,1,3,140.0,1,19,20,4,90,140.0,1,0,0,1,0,0,32,0,0,5,8,1,14.0,2,0,5,12,0,0.0,4,10.8,1.4,1.74,Dropout,0.2,1.6,0.4,0.13999999999999999,0.0,0,0,0,1
928,2,39,1,8014,0,1,133.1,1,37,37,6,8,100.0,0,0,1,1,0,0,37,0,3,8,12,7,11.375,0,2,7,10,6,12.16666667,0,13.9,-0.3,0.79,Enrolled,0.875,1.5,0.0,0.49765624999999997,-33.099999999999994,0,0,1,1
929,1,39,1,9085,1,1,140.0,1,37,19,191,163,129.3,1,0,1,1,0,0,28,0,0,6,17,0,0.0,0,0,6,6,0,0.0,0,8.9,1.4,3.51,Enrolled,0.0,2.8333333333333335,0.0,0.0,-10.699999999999989,0,0,1,1
930,1,1,1,9238,1,1,133.1,1,19,37,0,0,137.0,1,0,0,1,0,0,19,0,0,6,10,0,0.0,4,0,6,0,0,0.0,0,7.6,2.6,0.32,Dropout,0.0,1.6666666666666667,0.6666666666666666,0.0,3.9000000000000057,0,0,0,0
