record_id,numeric__first_sem_progress_index,numeric__first_sem_approval_rate,numeric__Curricular units 1st sem (approved),numeric__Curricular units 1st sem (grade),numeric__first_sem_evaluation_intensity,numeric__Curricular units 1st sem (evaluations),categorical__Tuition fees up to date_0,categorical__Tuition fees up to date_1,categorical__financial_risk_flag_1,categorical__financial_risk_flag_0,numeric__Curricular units 1st sem (enrolled),numeric__Previous qualification (grade),categorical__Scholarship holder_0,categorical__Scholarship holder_1,categorical__Debtor_1,categorical__Debtor_0,numeric__academic_preparation_gap,categorical__Application mode_39,categorical__Application mode_1,categorical__Course_9500,numeric__Admission grade,categorical__Course_9119,categorical__Mother's occupation_0,categorical__Mother's qualification_34,categorical__Previous qualification_1,categorical__Father's qualification_34,numeric__Application order,numeric__GDP,numeric__Inflation rate,categorical__Father's occupation_0,Target
621,0.46568627411744096,0.33333333333333326,0.3333333333333333,0.6308183951646517,-0.3333333333333332,-0.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.9572649572649585,0.0,1.0,0.0,-1.2280701754385959,0.0,0.0,0.0,1.0,0.0,0.0,-0.5787965616045845,1.0,0.0,Graduate
623,-0.2696078431938952,-0.3333333333333335,-0.3333333333333333,0.3876615256356813,1.0555555555555554,0.75,0.0,1.0,0.0,1.0,0.0,-1.073333333333333,1.0,0.0,0.0,1.0,0.2393162393162393,0.0,0.0,0.0,-0.6666666666666666,0.0,0.0,0.0,1.0,0.0,4.0,-0.98567335243553,-0.9565217391304347,0.0,Dropout
624,0.4506740197025224,0.33333333333333326,1.0,0.5882659441433924,-0.3333333333333332,0.0,0.0,1.0,0.0,1.0,1.0,0.2600000000000004,0.0,1.0,0.0,1.0,-0.0683760683760682,0.0,0.0,1.0,0.2923976608187133,0.0,0.0,0.0,1.0,0.0,0.0,-0.98567335243553,-0.9565217391304347,0.0,Graduate
625,0.39215686233728797,0.33333333333333326,0.3333333333333333,0.42239822009170475,-0.3333333333333332,-0.5,0.0,1.0,0.0,1.0,0.0,-1.1399999999999997,0.0,1.0,0.0,1.0,-0.15384615384615374,0.0,0.0,0.0,-0.9941520467836252,0.0,0.0,0.0,1.0,0.0,3.0,0.48710601719197705,-0.3478260869565217,0.0,Dropout
626,-0.09803921570687095,0.0,0.0,-0.13338891204668618,0.22222222222222213,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3504273504273515,0.0,1.0,0.0,0.35087719298245595,0.0,0.0,0.0,1.0,0.0,0.0,-0.5787965616045845,1.0,0.0,Dropout
627,0.032679738732355905,0.33333333333333326,1.3333333333333333,-0.5965448561900789,-0.14814814814814797,0.5,0.0,1.0,0.0,1.0,1.5,-0.20666666666666628,1.0,0.0,0.0,1.0,0.44444444444444514,0.0,0.0,0.0,0.23391812865497064,0.0,0.0,0.0,0.0,0.0,0.0,0.48710601719197705,-0.3478260869565217,0.0,Graduate
628,0.34681372556305606,0.33333333333333326,0.6666666666666666,0.2938724468528553,-0.09523809523809526,0.0,0.0,1.0,0.0,1.0,0.5,-1.8066666666666662,1.0,0.0,0.0,1.0,0.7435897435897445,0.0,1.0,1.0,-0.9649122807017539,0.0,0.0,0.0,1.0,0.0,2.0,0.1346704871060172,-0.7391304347826085,0.0,Graduate
629,0.34313725497404846,0.33333333333333326,0.3333333333333333,0.28345143809920775,-0.3333333333333332,-0.5,0.0,1.0,0.0,1.0,0.0,-0.5399999999999996,1.0,0.0,0.0,1.0,-0.3333333333333329,0.0,0.0,0.0,-0.5906432748538005,0.0,0.0,0.0,1.0,0.0,1.0,0.42120343839541546,-0.39130434782608686,0.0,Graduate
631,-0.01899509841085337,0.08333333333333326,0.6666666666666666,-0.11552432680283432,-0.3333333333333332,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.6752136752136751,1.0,0.0,1.0,-0.35087719298245595,0.0,0.0,0.0,1.0,0.0,0.0,-0.5787965616045845,1.0,0.0,Graduate
635,0.4166666667542018,0.33333333333333326,0.3333333333333333,0.4918716131721548,-0.05555555555555535,-0.25,0.0,1.0,0.0,1.0,0.0,0.12666666666666704,0.0,1.0,0.0,1.0,0.2393162393162393,0.0,1.0,0.0,0.38596491228070123,0.0,0.0,0.0,1.0,0.0,0.0,0.9140401146131805,0.0,0.0,Graduate
636,0.21446078435878013,0.33333333333333326,0.3333333333333333,-0.08128386827844944,0.22222222222222213,0.0,0.0,1.0,0.0,1.0,0.0,-0.7399999999999997,0.0,1.0,0.0,1.0,-0.3333333333333329,0.0,0.0,0.0,-0.7660818713450285,0.0,0.0,0.0,1.0,0.0,4.0,-0.3553008595988538,-0.4782608695652173,0.0,Graduate
637,0.05637254921527435,0.08333333333333326,0.6666666666666666,0.12862502292621875,0.5,1.0,0.0,1.0,0.0,1.0,1.0,0.9266666666666671,0.0,1.0,0.0,1.0,-0.6410256410256404,0.0,1.0,1.0,0.48538011695906474,0.0,0.0,0.0,1.0,0.0,4.0,-0.5787965616045845,1.0,0.0,Graduate
639,-0.19607843141374204,0.0,0.0,-0.46686119216340166,1.0555555555555554,0.75,0.0,1.0,0.0,1.0,0.0,-0.8066666666666663,1.0,0.0,0.0,1.0,0.11965811965812026,0.0,0.0,0.0,-0.5146198830409352,0.0,0.0,0.0,1.0,0.0,2.0,-1.2550143266475644,0.608695652173913,0.0,Graduate
640,0.29411764761080894,0.33333333333333326,0.3333333333333333,0.14450465610671082,-0.3333333333333332,-0.5,0.0,1.0,0.0,1.0,0.0,0.12666666666666704,0.0,1.0,0.0,1.0,1.2146029671112836e-15,0.0,0.0,0.0,0.22222222222222276,0.0,0.0,0.0,1.0,0.0,0.0,-0.5787965616045845,1.0,0.0,Dropout
641,-0.24509803926717735,-0.3333333333333335,-0.3333333333333333,0.4918716131721548,-0.05555555555555535,-0.25,1.0,0.0,1.0,0.0,0.0,-0.20666666666666628,1.0,0.0,1.0,0.0,2.8376068376068404,1.0,0.0,0.0,1.871345029239765,0.0,0.0,0.0,1.0,0.0,0.0,-0.5787965616045845,1.0,1.0,Dropout
643,-0.9509803923566483,-0.8666666666666667,-1.0,-0.7586494372655271,0.6666666666666667,0.0,0.0,1.0,0.0,1.0,-0.5,-0.27333333333333293,1.0,0.0,0.0,1.0,-0.2393162393162393,0.0,1.0,0.0,-0.2923976608187133,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5217391304347826,0.0,Enrolled
644,0.5297181373661873,0.33333333333333326,1.0,0.8123176323468111,-0.3333333333333332,0.0,0.0,1.0,0.0,1.0,1.0,0.6600000000000004,1.0,0.0,0.0,1.0,-0.341880341880341,0.0,1.0,1.0,0.4561403508771934,0.0,0.0,0.0,1.0,0.0,2.0,-0.98567335243553,-0.9565217391304347,0.0,Enrolled
645,-1.5686274513099354,-1.6666666666666667,-1.6666666666666667,-5.1354731137974134,-1.9999999999999996,-2.0,1.0,0.0,1.0,0.0,0.0,-1.673333333333333,1.0,0.0,1.0,0.0,1.042735042735044,0.0,1.0,0.0,-0.6432748538011692,0.0,0.0,0.0,1.0,0.0,1.0,0.9140401146131805,0.0,0.0,Dropout
646,-0.9509803923566483,-0.8666666666666667,-1.0,-0.7586494372655271,0.6666666666666667,0.0,0.0,1.0,0.0,1.0,-0.5,-0.20666666666666628,0.0,1.0,0.0,1.0,0.5982905982906,0.0,1.0,0.0,0.3391812865497081,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5217391304347826,0.0,Enrolled
647,-0.19607843141374204,0.0,0.0,-0.46686119216340166,1.0555555555555554,0.75,0.0,1.0,0.0,1.0,0.0,0.12666666666666704,1.0,0.0,0.0,1.0,-0.7521367521367526,0.0,1.0,0.0,-0.2923976608187133,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5217391304347826,0.0,Enrolled
648,0.1960784314137419,0.33333333333333326,0.0,-0.13338891204668618,-0.3333333333333332,-0.75,0.0,1.0,0.0,1.0,-0.5,0.46000000000000035,1.0,0.0,0.0,1.0,1.5042735042735065,1.0,0.0,0.0,1.5438596491228065,0.0,0.0,0.0,0.0,0.0,0.0,0.4068767908309455,0.0,0.0,Graduate
649,0.2296918770090391,0.33333333333333326,0.6666666666666666,-0.03811111713213826,0.14285714285714307,0.25,0.0,1.0,0.0,1.0,0.5,-0.873333333333333,1.0,0.0,0.0,1.0,-0.39316239316239304,0.0,0.0,0.0,-0.9239766081871339,0.0,0.0,0.0,1.0,0.0,1.0,0.4068767908309455,0.0,0.0,Graduate
650,-0.21568627455511621,-0.06666666666666665,-0.3333333333333333,-0.34180908711963315,0.0,-0.5,0.0,1.0,0.0,1.0,-0.5,-1.073333333333333,1.0,0.0,0.0,1.0,0.14529914529914567,0.0,1.0,0.0,-0.7309941520467833,0.0,0.0,0.0,1.0,0.0,0.0,-0.98567335243553,-0.9565217391304347,0.0,Graduate
651,0.6924019609297764,0.33333333333333326,0.3333333333333333,1.273447269695706,0.22222222222222213,0.0,0.0,1.0,0.0,1.0,0.0,1.1933333333333338,1.0,0.0,0.0,1.0,-0.11965811965811904,0.0,0.0,0.0,1.0760233918128652,0.0,0.0,0.0,1.0,0.0,0.0,-0.3553008595988538,-0.4782608695652173,1.0,Graduate
654,-0.07352941178015329,0.0,0.0,-0.05002084201750769,-0.05555555555555535,-0.25,0.0,1.0,0.0,1.0,0.0,-0.20666666666666628,0.0,1.0,0.0,1.0,0.12820512820512833,0.0,0.0,0.0,0.017543859649122633,0.0,0.0,0.0,0.0,0.0,0.0,0.1346704871060172,-0.7391304347826085,0.0,Graduate
656,-0.1715686274870239,0.0,0.0,-0.38349312213422243,0.5,0.25,0.0,1.0,1.0,0.0,0.0,-0.5399999999999996,0.0,1.0,1.0,0.0,-0.4188034188034185,0.0,1.0,0.0,-0.6491228070175432,0.0,0.0,0.0,1.0,0.0,3.0,0.9140401146131805,0.0,0.0,Enrolled
657,-0.269607843193895,0.0,0.0,-0.7169654022509379,0.7777777777777779,0.5,0.0,1.0,1.0,0.0,0.0,0.12666666666666704,1.0,0.0,1.0,0.0,-0.7521367521367526,0.0,1.0,0.0,-0.2923976608187133,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5217391304347826,0.0,Enrolled
658,-0.26348039257986283,-0.04166666666666674,2.6666666666666665,-0.5822939057940809,-0.3333333333333332,2.0,0.0,1.0,0.0,1.0,5.0,-0.8066666666666663,1.0,0.0,0.0,1.0,-0.2991452991452994,0.0,0.0,0.0,-0.8011695906432746,0.0,0.0,0.0,1.0,0.0,0.0,-0.3553008595988538,-0.4782608695652173,0.0,Graduate
660,-1.5686274513099354,-1.6666666666666667,-1.6666666666666667,-5.1354731137974134,-0.3333333333333332,-0.5,0.0,1.0,0.0,1.0,0.0,-0.20666666666666628,1.0,0.0,0.0,1.0,-0.4102564102564104,1.0,0.0,0.0,-0.35087719298245595,0.0,0.0,0.0,1.0,0.0,0.0,0.48710601719197705,-0.3478260869565217,0.0,Dropout
661,0.7598039212380541,0.33333333333333326,0.3333333333333333,1.4644990954564396,-0.3333333333333332,-0.5,0.0,1.0,0.0,1.0,0.0,3.126666666666667,1.0,0.0,0.0,1.0,0.44444444444444514,0.0,0.0,0.0,3.1578947368421035,0.0,0.0,0.0,0.0,0.0,0.0,-1.2550143266475644,0.608695652173913,0.0,Graduate
662,-0.3291316527302095,-0.23809523809523814,0.0,-0.2167569820758647,0.857142857142857,1.0,0.0,1.0,0.0,1.0,0.5,-1.073333333333333,1.0,0.0,0.0,1.0,0.4786324786324798,0.0,1.0,1.0,-0.5029239766081866,0.0,0.0,0.0,1.0,0.0,0.0,0.48710601719197705,-0.3478260869565217,0.0,Enrolled
664,-0.5098039216757291,-0.4666666666666668,-0.6666666666666666,-0.13338891204668618,0.3333333333333332,-0.25,0.0,1.0,0.0,1.0,-0.5,-0.47333333333333294,1.0,0.0,0.0,1.0,1.3418803418803433,0.0,1.0,0.0,0.6140350877192979,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.5217391304347826,1.0,Graduate
666,0.6960784315187839,0.33333333333333326,0.0,1.2838682784493534,0.0,-0.5,0.0,1.0,0.0,1.0,-0.5,0.726666666666667,0.0,1.0,0.0,1.0,-0.10256410256410291,0.0,1.0,0.0,0.6783625730994145,0.0,0.0,0.0,1.0,0.0,0.0,0.4068767908309455,0.0,0.0,Graduate
667,-0.07352941178015329,0.0,0.0,-0.05002084201750769,0.5,0.25,1.0,0.0,1.0,0.0,0.0,-0.47333333333333294,1.0,0.0,1.0,0.0,0.7435897435897445,0.0,0.0,0.0,0.20467836257309932,0.0,0.0,0.0,1.0,0.0,1.0,0.4068767908309455,0.0,0.0,Dropout
669,-1.5686274513099354,-1.6666666666666667,-1.6666666666666667,-5.1354731137974134,-1.9999999999999996,-2.0,0.0,1.0,0.0,1.0,0.5,0.9933333333333337,1.0,0.0,0.0,1.0,-1.0769230769230786,0.0,0.0,1.0,0.2456140350877185,0.0,0.0,0.0,1.0,0.0,4.0,0.42120343839541546,-0.39130434782608686,0.0,Dropout
670,0.40118679028036147,0.33333333333333326,4.0,0.4479936807002916,0.05882352941176486,3.25,0.0,1.0,0.0,1.0,5.5,-2.206666666666666,1.0,0.0,0.0,1.0,3.3760683760683805,0.0,0.0,1.0,0.48538011695906474,0.0,0.0,0.0,1.0,0.0,0.0,-0.3553008595988538,-0.4782608695652173,0.0,Graduate
671,0.5269607844244315,0.33333333333333326,0.3333333333333333,0.8045018757815753,0.22222222222222213,0.0,0.0,1.0,0.0,1.0,0.0,1.1933333333333338,0.0,1.0,0.0,1.0,-0.6324786324786323,0.0,1.0,0.0,0.7251461988304093,0.0,0.0,0.0,1.0,0.0,0.0,-0.5787965616045845,1.0,0.0,Graduate
672,0.04901960731867647,-0.030303030303030276,1.3333333333333333,0.4687138140892035,0.8787878787878788,2.75,0.0,1.0,0.0,1.0,2.5,-0.873333333333333,1.0,0.0,0.0,1.0,0.44444444444444514,0.0,0.0,0.0,-0.35087719298245595,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5217391304347826,0.0,Dropout
673,0.23809523877551025,0.33333333333333326,0.6666666666666666,-0.014291667361400867,-0.09523809523809526,0.0,0.0,1.0,0.0,1.0,0.5,0.12666666666666704,0.0,1.0,0.0,1.0,-0.5384615384615388,0.0,1.0,1.0,-0.14619883040935666,0.0,0.0,0.0,1.0,0.0,3.0,0.42120343839541546,-0.39130434782608686,0.0,Graduate
675,0.22058823583065565,0.33333333333333326,0.3333333333333333,-0.06391551896623615,0.22222222222222213,0.0,0.0,1.0,0.0,1.0,0.0,-1.1399999999999997,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.8888888888888886,0.0,0.0,0.0,1.0,0.0,0.0,0.48710601719197705,-0.3478260869565217,0.0,Graduate
676,-1.0784313727755808,-1.0,-1.0,-0.9670696123384741,1.0555555555555554,0.75,0.0,1.0,0.0,1.0,0.0,0.9266666666666671,1.0,0.0,0.0,1.0,0.08547008547008676,0.0,0.0,0.0,0.9824561403508774,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5217391304347826,0.0,Dropout
677,0.4901960785343547,0.33333333333333326,0.3333333333333333,0.7002917882451017,-0.3333333333333332,-0.5,0.0,1.0,0.0,1.0,0.0,1.7933333333333337,1.0,0.0,0.0,1.0,0.05982905982906013,0.0,0.0,0.0,1.7251461988304084,0.0,0.0,0.0,1.0,0.0,3.0,0.48710601719197705,-0.3478260869565217,0.0,Graduate
679,-1.2009803924091693,-1.3333333333333335,-1.3333333333333333,1.1171321383909958,-0.05555555555555535,-0.25,1.0,0.0,1.0,0.0,0.0,-2.206666666666666,1.0,0.0,1.0,0.0,5.871794871794878,1.0,0.0,0.0,2.1929824561403497,0.0,1.0,0.0,0.0,0.0,0.0,0.4068767908309455,0.0,1.0,Dropout
680,-1.5686274513099354,-1.6666666666666667,-1.6666666666666667,-5.1354731137974134,-1.9999999999999996,-2.0,0.0,1.0,0.0,1.0,-3.0,1.1933333333333338,0.0,1.0,0.0,1.0,1.376068376068378,0.0,1.0,0.0,2.099415204678362,0.0,0.0,0.0,1.0,0.0,0.0,0.1346704871060172,-0.7391304347826085,0.0,Graduate
682,0.3641456579196383,0.33333333333333326,0.3333333333333333,0.3430000583576489,-0.05555555555555535,-0.25,0.0,1.0,1.0,0.0,0.0,0.46000000000000035,0.0,1.0,1.0,0.0,0.23076923076923123,0.0,0.0,0.0,0.6725146198830406,0.0,0.0,0.0,0.0,0.0,0.0,0.42120343839541546,-0.39130434782608686,0.0,Graduate
683,0.5490196079584774,0.33333333333333326,0.0,0.8670279283034594,0.6666666666666667,0.0,1.0,0.0,1.0,0.0,-0.5,2.4600000000000004,0.0,1.0,1.0,0.0,0.15384615384615374,0.0,0.0,0.0,2.374269005847952,0.0,0.0,0.0,1.0,0.0,3.0,-0.5787965616045845,1.0,0.0,Dropout
684,-1.5686274513099354,-1.6666666666666667,-1.6666666666666667,-5.1354731137974134,-1.9999999999999996,-2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-2.085470085470087,1.0,0.0,0.0,-1.31578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.1346704871060172,-0.7391304347826085,0.0,Dropout
685,-0.5392156863877902,-0.5,0.6666666666666666,-0.13338891204668618,0.36111111111111127,2.25,0.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,-1.5299145299145307,1.0,0.0,0.0,-0.9356725146198825,0.0,0.0,0.0,0.0,0.0,0.0,-1.2550143266475644,0.608695652173913,0.0,Graduate
686,0.0460784313822295,0.1333333333333333,1.3333333333333333,-0.05002084201750769,0.1666666666666668,1.25,0.0,1.0,0.0,1.0,2.0,-2.206666666666666,1.0,0.0,0.0,1.0,2.8547008547008565,0.0,0.0,0.0,0.1286549707602332,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5217391304347826,0.0,Graduate
687,0.24509803877698141,0.33333333333333326,-0.6666666666666666,0.005557869945810766,-0.3333333333333332,-1.25,1.0,0.0,1.0,0.0,-1.5,-0.873333333333333,1.0,0.0,0.0,1.0,1.9572649572649585,1.0,0.0,0.0,0.6842105263157885,0.0,0.0,0.0,0.0,0.0,0.0,0.42120343839541546,-0.39130434782608686,0.0,Dropout
688,0.17218137258519228,0.33333333333333326,0.6666666666666666,-0.20112546894539382,-0.09523809523809526,0.0,0.0,1.0,0.0,1.0,0.5,-0.006666666666666288,1.0,0.0,0.0,1.0,0.08547008547008676,0.0,0.0,1.0,0.1637426900584801,0.0,0.0,0.0,1.0,0.0,2.0,0.1346704871060172,-0.7391304347826085,0.0,Graduate
689,0.1666666667016809,0.33333333333333326,0.0,-0.2167569820758647,-0.3333333333333332,-0.75,0.0,1.0,0.0,1.0,-0.5,-0.873333333333333,1.0,0.0,0.0,1.0,4.7179487179487225,1.0,0.0,0.0,2.573099415204677,0.0,0.0,0.0,1.0,0.0,0.0,-0.98567335243553,-0.9565217391304347,0.0,Graduate
690,-1.5686274513099354,-1.6666666666666667,-1.6666666666666667,-5.1354731137974134,-0.3333333333333332,-0.75,1.0,0.0,1.0,0.0,-0.5,0.0,1.0,0.0,1.0,0.0,-0.9829059829059826,1.0,0.0,0.0,-0.5614035087719292,0.0,0.0,0.0,0.0,0.0,1.0,0.4068767908309455,0.0,0.0,Dropout
691,-1.5686274513099354,-1.6666666666666667,-1.6666666666666667,-5.1354731137974134,-1.9999999999999996,-2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-2.307692307692309,1.0,0.0,0.0,-1.4678362573099404,0.0,0.0,0.0,0.0,0.0,0.0,-1.2550143266475644,0.608695652173913,0.0,Dropout
692,0.29669762702311564,0.33333333333333326,4.666666666666667,0.15181764485202134,-0.3333333333333332,2.75,0.0,1.0,0.0,1.0,6.5,0.0,1.0,0.0,0.0,1.0,0.6923076923076937,0.0,0.0,0.0,0.5847953216374266,0.0,0.0,0.0,1.0,0.0,0.0,-1.2550143266475644,0.608695652173913,0.0,Graduate
693,0.28011204466669026,0.33333333333333326,0.3333333333333333,0.10480557315548135,0.22222222222222213,0.0,0.0,1.0,0.0,1.0,0.0,0.46000000000000035,1.0,0.0,0.0,1.0,-0.4102564102564104,0.0,1.0,0.0,0.23391812865497064,0.0,0.0,0.0,1.0,0.0,0.0,-0.5787965616045845,1.0,0.0,Enrolled
694,-0.8595938377156008,-0.8095238095238096,-0.6666666666666666,-0.4460191746561067,2.2857142857142856,2.5,1.0,0.0,1.0,0.0,0.5,-2.206666666666666,1.0,0.0,1.0,0.0,0.44444444444444514,1.0,0.0,0.0,-1.5204678362573092,0.0,0.0,0.0,1.0,0.0,0.0,-0.3553008595988538,-0.4782608695652173,0.0,Dropout
695,0.07843137256549662,-0.06666666666666665,-0.3333333333333333,0.7002917882451017,2.333333333333333,1.25,0.0,1.0,0.0,1.0,-0.5,0.0,1.0,0.0,0.0,1.0,2.4871794871794903,1.0,0.0,0.0,1.8128654970760225,0.0,0.0,0.0,0.0,0.0,0.0,0.4068767908309455,0.0,0.0,Graduate
696,-3.9215656873850437e-10,-0.06666666666666665,-0.3333333333333333,0.42239822009170475,2.9999999999999996,1.75,0.0,1.0,1.0,0.0,-0.5,0.6600000000000004,1.0,0.0,1.0,0.0,1.2222222222222232,0.0,1.0,0.0,1.5263157894736832,0.0,0.0,0.0,1.0,0.0,0.0,0.1346704871060172,-0.7391304347826085,0.0,Dropout
698,-0.8333333335084032,-0.6666666666666667,-0.6666666666666666,-0.9670696123384741,1.3333333333333333,1.0,0.0,1.0,0.0,1.0,0.0,1.3933333333333338,1.0,0.0,0.0,1.0,-0.9914529914529931,0.0,1.0,0.0,0.6549707602339171,0.0,0.0,0.0,1.0,0.0,0.0,-1.2550143266475644,0.608695652173913,0.0,Enrolled
699,-0.024509803926717654,0.0,0.0,0.11671529804085004,1.3333333333333333,1.0,0.0,1.0,0.0,1.0,0.0,0.46000000000000035,1.0,0.0,0.0,1.0,0.44444444444444514,0.0,0.0,0.0,0.8187134502923973,0.0,0.0,0.0,0.0,0.0,0.0,0.42120343839541546,-0.39130434782608686,0.0,Graduate
701,0.04901960785343531,0.0,0.0,0.36681950812838626,0.7777777777777779,0.5,1.0,0.0,1.0,0.0,0.0,-0.20666666666666628,1.0,0.0,0.0,1.0,0.44444444444444514,0.0,0.0,0.0,0.23391812865497064,0.0,0.0,0.0,0.0,0.0,0.0,0.42120343839541546,-0.39130434782608686,0.0,Enrolled
703,0.47181372558931645,0.33333333333333326,-0.3333333333333333,0.648186744476865,-0.3333333333333332,-1.0,0.0,1.0,0.0,1.0,-1.0,3.793333333333334,1.0,0.0,0.0,1.0,0.44444444444444514,0.0,0.0,0.0,3.74269005847953,0.0,0.0,0.0,0.0,0.0,0.0,0.48710601719197705,-0.3478260869565217,0.0,Dropout
705,0.3594771240951282,0.33333333333333326,1.3333333333333333,0.3297670320967065,-0.3333333333333332,0.25,0.0,1.0,0.0,1.0,1.5,-2.206666666666666,1.0,0.0,0.0,1.0,2.521367521367524,1.0,0.0,0.0,-0.09941520467836269,0.0,0.0,0.0,0.0,0.0,0.0,0.4068767908309455,0.0,0.0,Graduate
706,0.34313725497404846,0.33333333333333326,0.0,0.28345143809920775,0.6666666666666667,0.0,0.0,1.0,0.0,1.0,-0.5,-0.873333333333333,0.0,1.0,0.0,1.0,1.991452991452993,1.0,0.0,0.0,0.7076023391812859,0.0,0.0,0.0,1.0,0.0,0.0,-0.3553008595988538,-0.4782608695652173,0.0,Dropout
707,0.2696078431938952,0.33333333333333326,1.6666666666666667,0.0750312630262608,-0.3333333333333332,0.5,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.4017094017094047,1.0,0.0,0.0,1.0701754385964914,0.0,0.0,0.0,1.0,0.0,0.0,0.4068767908309455,0.0,0.0,Graduate
709,0.597147950615647,0.33333333333333326,2.0,1.0034484076698615,-0.3333333333333332,0.75,0.0,1.0,0.0,1.0,2.5,-0.873333333333333,1.0,0.0,0.0,1.0,2.8632478632478673,1.0,0.0,0.0,1.304093567251462,0.0,0.0,0.0,1.0,0.0,0.0,0.4068767908309455,0.0,0.0,Graduate
710,-1.5686274513099354,-1.6666666666666667,-1.6666666666666667,-5.1354731137974134,-0.3333333333333332,-0.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-2.7264957264957284,1.0,0.0,0.0,-1.7543859649122797,0.0,0.0,0.0,1.0,0.0,0.0,0.42120343839541546,-0.39130434782608686,0.0,Dropout
711,-1.5686274513099354,-1.6666666666666667,-1.6666666666666667,-5.1354731137974134,-0.3333333333333332,-0.75,0.0,1.0,0.0,1.0,-0.5,0.0,1.0,0.0,0.0,1.0,-0.5299145299145295,1.0,0.0,0.0,-0.2514619883040933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5217391304347826,0.0,Dropout
712,-1.5686274513099354,-1.6666666666666667,-1.6666666666666667,-5.1354731137974134,-0.3333333333333332,-0.75,1.0,0.0,1.0,0.0,-0.5,-2.206666666666666,1.0,0.0,1.0,0.0,5.572649572649579,1.0,0.0,0.0,1.9883040935672505,1.0,0.0,0.0,1.0,0.0,0.0,-1.2550143266475644,0.608695652173913,0.0,Dropout
713,0.01960784314137432,-0.06666666666666665,-0.3333333333333333,0.4918716131721548,0.3333333333333332,-0.25,0.0,1.0,0.0,1.0,-0.5,0.0,1.0,0.0,0.0,1.0,-1.5042735042735051,1.0,0.0,0.0,-0.9181286549707599,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5217391304347826,0.0,Graduate
715,0.4166666667542018,0.33333333333333326,0.0,0.4918716131721548,0.6666666666666667,0.0,0.0,1.0,0.0,1.0,-0.5,-0.873333333333333,1.0,0.0,0.0,1.0,3.0085470085470116,1.0,0.0,0.0,1.4035087719298238,0.0,0.0,0.0,1.0,0.0,0.0,-0.98567335243553,-0.9565217391304347,0.0,Graduate
716,0.17345399758545962,0.33333333333333326,2.6666666666666665,-0.1975181950812838,0.30769230769230765,2.5,0.0,1.0,0.0,1.0,3.5,1.8600000000000003,1.0,0.0,0.0,1.0,-4.769230769230774,0.0,0.0,0.0,-1.5204678362573092,0.0,0.0,0.0,1.0,0.0,0.0,-0.5787965616045845,1.0,0.0,Graduate
717,-1.5686274513099354,-1.6666666666666667,-1.6666666666666667,-5.1354731137974134,-0.3333333333333332,-0.75,0.0,1.0,0.0,1.0,-0.5,0.0,1.0,0.0,0.0,1.0,-1.7435897435897445,1.0,0.0,0.0,-1.0818713450292392,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5217391304347826,0.0,Dropout
718,-0.5147058827061706,-0.6666666666666667,-0.6666666666666666,0.8392385702375987,1.0555555555555554,0.75,1.0,0.0,1.0,0.0,0.0,0.46000000000000035,1.0,0.0,1.0,0.0,3.0085470085470116,1.0,0.0,0.0,2.573099415204677,0.0,0.0,0.0,1.0,0.0,0.0,-0.5787965616045845,1.0,0.0,Dropout
719,0.7549019609429065,0.33333333333333326,0.0,1.4506044185077112,1.3333333333333333,0.5,0.0,1.0,0.0,1.0,-0.5,-0.673333333333333,1.0,0.0,0.0,1.0,0.44444444444444514,0.0,0.0,0.0,-0.17543859649122798,0.0,0.0,0.0,0.0,0.0,0.0,-0.98567335243553,-0.9565217391304347,0.0,Enrolled
720,0.12254901963358893,0.0,0.0,0.6169237182159233,2.4444444444444438,2.0,0.0,1.0,0.0,1.0,0.0,0.5933333333333337,1.0,0.0,0.0,1.0,0.14529914529914567,0.0,0.0,0.0,0.7309941520467833,0.0,0.0,0.0,1.0,0.0,0.0,0.1346704871060172,-0.7391304347826085,0.0,Enrolled
